"Número Processo -  Formatado","URL Portal Transparência","Data Criação Processo","Objeto Processo","URL Documentos Processo","Código Órgão/Entidade Pedido","Nome Órgão/Entidade Pedido","Situação Processo","Procedimento Contratação - Detalhamento 1","Número Contrato","Contrato_TermoAditivo Arquivos","Código Órgão/Entidade Contratante","Nome Órgão/Entidade Contratante","Data Publicação Contrato","Data Início Vigência Contrato","Data Limite Vigência Contrato","Data Término Vigência Contrato","CNPJ/CPF Fornecedor - Formatado","Nome Empresarial/Nome Fornecedor","Processo SEI","URL Processo SEI","Código Item Material/Serviço - Numérico","Item Material/Serviço","Código Unidade Orçamentária","Nome Unidade Orçamentária","Descrição Linha Fornecimento","Cidade Entrega Item","Quantidade Homologada","Valor Unitário Referência Item Processo","Valor Unitário Homologado Item Processo","Valor Total Referência Item Processo","Valor Total Homologado"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","15.453.449/0001-82","RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI","NA","NA","646962","MACACAO DE PROTECAO QUIMICA - MATERIA-PRIMA: TYVEK; NIVEL DE PROTECAO: B; TAMANHO: GG;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI","Belo Horizonte                          ","3.000,0000","35,0000","35,0000","105.000,00","105.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","15.453.449/0001-82","RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI","NA","NA","1042750","MALA PARA RESGATE - TIPO: TERMICA, PARA ACONDIC.DE KITS APH (OXIGENOTERAPIA); MATERIA PRIMA: CONFEC. POLIAMIDA (CORDURA)100% IMPERMEAVEL; COR: DIVERSAS (CONFORME ESPECIFICA¿¿O EM EDITAL); DIMENSOES: 35CM COMP. X 50 CM ALT. X 25 CM LARG. (42 LITROS);","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI","Belo Horizonte                          ","580,0000","1.500,0000","1.500,0000","870.000,00","870.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","15.453.449/0001-82","RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI","NA","NA","1213598","MALA PARA RESGATE - TIPO: BOLSA PARA RESGATE; MATERIA PRIMA: NYLON; COR: PADRAO INTERNACIONAL (AZUL E LARANJA); DIMENSOES: 16 POL X 12 POL X 5,5 POL;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI","Belo Horizonte                          ","580,0000","3.550,0000","3.550,0000","2.059.000,00","2.059.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","15.453.449/0001-82","RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI","NA","NA","1313533","ESTETOSCOPIO - TIPO: ADULTO/PEDIATRICO; AURICULAS: BI-AURICULAR EM ACO INOXIDAVEL; OLIVAS: ANATOMICAS EM SILICONE; AUSCULTADOR: DUPLO EM ACO INOXIDAVEL; TUBO: RESISTENTE E FLEXIVEL NA CURVATURA DO TUBO Y;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","125,0000","26,0000","26,0000","3.250,00","3.250,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","21.204.313/0001-31","EPI INDUSTRIA, COMERCIO E DISTRIBUICAO LTDA","NA","NA","234338","BOTA MASCULINA - MATERIA-PRIMA: POLIVINILCLORIDE (PVC); COR: PRETA; MODELO: CANO MEDIO, SEM SALTO; TAMANHO: 41; ACESSORIOS: SEM ACESSORIOS;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","VESTUARIO E CALCADOS","Belo Horizonte                          ","2.300,0000","22,0000","22,0000","50.600,00","50.600,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","70.994.140/0001-08","SEA & NAUTICA LTDA -EPP","NA","NA","57541","FITA ADESIVA PARA EMBALAGEM - MATERIA-PRIMA: POLIPROPILENO; DIMENSOES: 50MM X 50 METROS; TIPO: ADERENCIA EM UMA FACE;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","3.000,0000","5,0000","5,0000","15.000,00","15.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","70.994.140/0001-08","SEA & NAUTICA LTDA -EPP","NA","NA","190870","LONA PLASTICA - MEDIDA: 6 METROS DE LARGURA; COR: PRETA; ESPESSURA: 150 MICRAS;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES E ARTIGOS PARA CAÇA, PESCA E CAMPING","Belo Horizonte                          ","100,0000","120,0000","120,0000","12.000,00","12.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","70.994.140/0001-08","SEA & NAUTICA LTDA -EPP","NA","NA","228001","CATETER - IDENTIFICACAO: NASAL DESCARTAVEL PARA OXIGENIO; TAMANHO/NUMERO: N.6; MATERIA-PRIMA: POLIVINIL ATOXICO;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","4.000,0000","2,5000","2,5000","10.000,00","10.000,00"
"1401269 000049/2020","NA","21/05/2020","Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","0","","","","","","","","70.994.140/0001-08","SEA & NAUTICA LTDA -EPP","NA","NA","1604821","PAPEL AUTO-ADESIVO - TIPO: PVC ADESIVO, MASCARA DE TRANSFERENCIA; GRAMATURA: 105 G/M²; MEDIDAS: 457MM X 91,4M (L X C); COR: TRANSPARENTE;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","ARTIGOS DE PAPELARIA E MATERIAL DE ESCRITORIO","Belo Horizonte                          ","577,0000","72,0000","72,0000","41.544,00","41.544,00"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250224","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","35.030.914/0001-80","ABADIA INCENDIO LTDA","NA","NA","123390","EXTINTOR DE INCENDIO - TIPO: PO QUIMICO, CLASSE ABC; CAPACIDADE CARGA: 6KG - CAPACIDADE EXTINTORA 4A:40-BC; MODELO: PORTATIL;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO","Belo Horizonte                          ","60,0000","109,0000","105,9500","6.540,00","6.357,00"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250224","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","35.030.914/0001-80","ABADIA INCENDIO LTDA","NA","NA","1391542","SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: MATERIAL PLASTICO TIPO PVC; DIMENSOES: 40CM X 20CM; SIGNIFICADO: SAIDA - S12; PICTOGRAMA: MENSAGEM; COR DE FUNDO: VERDE;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO","Belo Horizonte                          ","78,0000","6,8000","4,9500","530,40","386,10"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250224","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","35.030.914/0001-80","ABADIA INCENDIO LTDA","NA","NA","1414160","SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: PLASTICO TIPO PVC; DIMENSOES: 40CM X 20CM; SIGNIFICADO: SAIDA DE EMERGENCIA A DIREITA - S2; PICTOGRAMA: FOTOLUMINESCENTE; COR DE FUNDO: VERDE;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO","Belo Horizonte                          ","76,0000","6,8000","4,9500","516,80","376,20"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250224","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","35.030.914/0001-80","ABADIA INCENDIO LTDA","NA","NA","1451006","SINALIZACAO DE EMERGENCIA - MATERIA-PRIMA: PVC; DIMENSOES: 30X30CM COM 2MM DE ESPESSURA; SIGNIFICADO: LOCALIZACAO DO EXTINTOR DE INCENDIO; PICTOGRAMA: EXTINTOR DE INCENDIO; COR DE FUNDO: VERMELHO;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO","Belo Horizonte                          ","60,0000","6,3750","5,9500","382,50","357,00"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250224","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163298","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","35.030.914/0001-80","ABADIA INCENDIO LTDA","NA","NA","1600125","SUPORTE PARA EXTINTOR DE INCENDIO - TIPO: TRIPE PARAFUSAVEL; COMPATIBILIDADE: EXTINTOR AP/CO2/BC/ABC; MATERIA-PRIMA: ACO; ACABAMENTO: PINTURA;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","EQUIPAMENTOS, COMPONENTES, ACESSORIOS  E ARTIGOS PARA  COMBATE A INCENDIO, RESGATE, BUSCA E SALVAMENTO","Belo Horizonte                          ","60,0000","19,9500","19,9500","1.197,00","1.197,00"
"1401608 000009/2020","NA","24/05/2020","Compra emergencial de materiais para enfrentamento ao COVID-19. Materiais de Prevenção e Segurança
contra Pânico e Incêndio e material para orientações de segurança.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9250233","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163307","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","05/06/20","03/06/20","","02/12/20","25.698.473/0001-35","GRAWANDO COMERCIAL LTDA -ME","NA","NA","90670","CONFECCAO DE BANNER EM LONA, FORMATO 80 X 120CM , 4X0 COR,  ACABAMENTO BASTAO E CORDA.         ","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","SERVICOS GRAFICOS","Belo Horizonte                          ","0,0000","2.750,0000","2.750,0000","2.750,00","2.750,00"
"1401608 000011/2020","NA","27/05/2020","Recipiente para acondicionamento de material esterilizante para uso pessoal para a prevenção e o combate ao COVID-19.","NA","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","Concluído","Dispensa de Licitação","9251225","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163527","1400","CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS","27/06/20","25/06/20","24/12/2020","24/12/20","26.286.203/0001-80","FRANKLIN EMBALAGENS LTDA -EPP","NA","NA","634522","FRASCO PARA ACONDICIONAMENTO DE MEDICAMENTO - MATERIA-PRIMA: PLASTICO BRANCO LEITOSO TIPO CONTA-GOTAS; CAPACIDADE VOLUMETRICA: 30ML, TAMPA DE ROSCA TIPO LACRE; TIPO DO FUNDO: LISO; COR: -;","1401","CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS","MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS","Belo Horizonte                          ","6.000,0000","2,0000","1,3500","12.000,00","8.100,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","227846","AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL COM MANGA LONGA; MATERIA-PRIMA: TELA NAO TECIDA; GRAMATURA/COMPOSICAO: GRAMATURA MINIMA DE 30 G/M2; COMPRIMENTO: 110 CM DE CUMPRIMENTO;","4291","FUNDO ESTADUAL DE SAUDE","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","10.000,0000","3,8500","3,8500","38.500,00","38.500,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","238392","TOUCA DESCARTAVEL - MATERIA-PRIMA: NAO TECIDO, 100% POLIPROPILENO; TIPO: DESCARTAVEL; GRAMATURA: 20 A 30 G; MODELO: SANFONADA, COM ELASTICO; COR: CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO: PACOTE 100 UN;","4291","FUNDO ESTADUAL DE SAUDE","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","5.587.405,0000","0,0800","0,0750","446.992,40","419.055,37"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","570184","AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL, MANGA LONGA COM ELASTICO NO PUNHO; MATERIA-PRIMA: POLIPROPILENO; GRAMATURA/COMPOSICAO: 16 A 20 G/M2; COMPRIMENTO: 110 CM DE COMPRIMENTO;","4291","FUNDO ESTADUAL DE SAUDE","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","62.000,0000","1,7200","1,7200","106.640,00","106.640,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1647385","MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;","4291","FUNDO ESTADUAL DE SAUDE","EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS","Belo Horizonte                          ","5.000,0000","18,1700","18,1700","90.850,00","90.850,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672525","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","9.000,0000","29,1200","29,1200","262.080,00","262.080,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672533","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: M; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","13.000,0000","29,1200","27,4200","378.560,00","356.460,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672541","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% BORRACHA NITRILICA; ESTERIL: NAO; TAMANHO: G; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","1.000,0000","24,7100","24,7100","24.710,00","24.710,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672584","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","36.888,0000","28,4700","28,4700","1.050.201,36","1.050.201,36"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672592","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","68.162,0000","28,4700","28,4700","1.940.572,14","1.940.572,14"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672606","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: LATEX DE BORRACHA NATURAL; ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","34.888,0000","28,4700","28,4700","993.261,36","993.261,36"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672738","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","2.500,0000","24,1800","24,1800","60.450,00","60.450,00"
"1501561 000005/2020","NA","20/03/2020","Aquisição de Materiais Médico Hospitalares para atendimento a epidemia do COVID 19 no Estado de Minas Gerais.","NA","1320","SECRETARIA DE ESTADO DA SAUDE","Concluído","Dispensa de Licitação","9245572","https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162367","1320","SECRETARIA DE ESTADO DA SAUDE","24/03/20","24/03/20","","23/09/20","20.235.404/0001-71","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA","NA","NA","1672762","LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: P; PO: ISENTA DE PO; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;","4291","FUNDO ESTADUAL DE SAUDE","MATERIAL E SUPRIMENTO MEDICO-HOSPITALAR","Belo Horizonte                          ","3.000,0000","24,1800","24,1800","72.540,00","72.540,00"
