Número Processo -  Formatado;URL Portal Transparência;Data Criação Processo;Objeto Processo;URL Documentos Processo;Código Órgão/Entidade Pedido;Nome Órgão/Entidade Pedido;Situação Processo;Procedimento Contratação - Detalhamento 1;Número Contrato;Contrato_TermoAditivo Arquivos;Código Órgão/Entidade Contratante;Nome Órgão/Entidade Contratante;Data Publicação Contrato;Data Início Vigência Contrato;Data Limite Vigência Contrato;Data Término Vigência Contrato;CNPJ/CPF Fornecedor - Formatado;Nome Empresarial/Nome Fornecedor;Processo SEI;URL Processo SEI;Código Item Material/Serviço - Numérico;Item Material/Serviço;Código Unidade Orçamentária;Nome Unidade Orçamentária;Descrição Linha Fornecimento;Cidade Entrega Item;Quantidade Homologada;Valor Unitário Referência Item Processo;Valor Unitário Homologado Item Processo;Valor Total Referência Item Processo;Valor Total Homologado
0518005 000036/2020;NA;20/03/2020;AQUISIÇÃO DE REGULADORES DE PRESSÃO PARA CILINDRO DE OXIGENIO E REDE CANALIZADA DE OXIGÊNIO E AR COMPRIMIDO.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;03.479.428/0001-57;ATUANTE COMERCIAL LTDA -ME;NA;NA;1456741;"REGULADORES DE PRESSAO P/POSTO EM REDE CANALIZADA- FINALIDADE: REGULAR PRESSAO DE OXIGENIO; PRESSAO ENTRADA: MAXIMO 75 KGF/CM²(BAR); PRESSAO SAIDA: 0 A 7 KGF/CM²(BAR) REGULAVEL; VAZAO: APROXIMADAMENTE 94 M³/H; MATERIA-PRIMA: CORPO EM LATAO CROMADO;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;VALVULAS, REGISTROS E COMPONENTES;MINAS GERAIS;10;290;220;2.900,00;2.200,00
0518005 000036/2020;NA;20/03/2020;AQUISIÇÃO DE REGULADORES DE PRESSÃO PARA CILINDRO DE OXIGENIO E REDE CANALIZADA DE OXIGÊNIO E AR COMPRIMIDO.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;03.479.428/0001-57;ATUANTE COMERCIAL LTDA -ME;NA;NA;1456750;"REGULADORES DE PRESSAO P/POSTO EM REDE CANALIZADA- FINALIDADE: REGULAR PRESSAO DE AR COMPRIMIDO MEDICINAL; PRESSAO ENTRADA: MAXIMO DE 75 KGF/CM²(BAR); PRESSAO SAIDA: 0 A 7 KGF/CM²(BAR) REGULAVEL; VAZAO: APROXIMADAMENTE 94 M³/H; MATERIA-PRIMA: CORPO EM LATAO CROMADO;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;VALVULAS, REGISTROS E COMPONENTES;MINAS GERAIS;18;280;220;5.040,00;3.960,00
0518005 000036/2020;NA;20/03/2020;AQUISIÇÃO DE REGULADORES DE PRESSÃO PARA CILINDRO DE OXIGENIO E REDE CANALIZADA DE OXIGÊNIO E AR COMPRIMIDO.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;;INEXISTENTE;NA;NA;169323;"REGULADOR DE PRESSAO - TIPO: PARA CILINDRO, COM FLUXOMETRO; APLICACAO: OXIGENIO (BILHA LONGA); PRESSAO ENTRADA: 200 KG/CM2; PRESSAO SAIDA: 3,5 KGF/CM2; VAZAO: 15 L/MIN; MATERIA-PRIMA: LATAO CROMADO;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;CILINDROS PARA GASES, COMPONENTES E ACESSORIOS;MINAS GERAIS;0;400;0;1.200,00;0
0518005 000037/2020;NA;23/03/2020;aquisição de PINÇA HEMOSTaTICA KELLY para  o HRAD/FHEMIG;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;04.956.527/0001-45;ORION COMERCIO DE ARTIGOS MÉDICOS LTDA;NA;NA;61204;"PINCA HEMOSTATICA - MATERIA-PRIMA: ACO INOX; FORMATO PONTA: RETA; TIPO: KELLY; MEDIDAS: 16CM;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;INSTRUMENTOS E EQUIPAMENTOS ODONTOLOGICOS, COMPONENTES E ACESSORIOS;Patos de Minas                          ;5;38,8;37,6;194;188
1250084 000010/2020;NA;09/04/2020;Máscaras facial, fabricadas em tecido de tricoline, composto de, no mínimo, 97% de algodão.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;9245786;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162617;1250;POLICIA MILITAR DE MINAS GERAIS;22/04/2020;18/04/2020;17/07/2020;17/07/2020;36.279.930/0001-73;M. M. M. COELHO LTDA;NA;NA;1754467;"MASCARA DE PROTECAO -  MODELO: FACIAL; MATERIA-PRIMA: ALGODAO, TRICOLINE; FILTRO: NAO APLICAVEL; CLASSE DO FILTRO: NAO APLICAVEL; PROTECAO: VIAS AREAS SUPERIORES; VALVULA: NAO APLICAVEL; VISOR: NAO APLICAVEL; FIXACAO: ARGOLAS ELASTICAS;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;100.000,00;2,6;2,6;260.000,00;260.000,00
1259662 000008/2020;NA;24/03/2020;Álcool em Gel para segurança dos policiais militares.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;05.355.135/0001-93;OFFICER INDUSTRIA QUIMICA EIRELI - EPP;NA;NA;1669370;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: ENTRE 62 E 74 GRAUS; GRAU GL: ENTRE 70 E 84 GRAUS; APRESENTACAO: FRASCO COM VALVULA TIPO PUMP 500 ML;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;Belo Horizonte                          ;85.680,00;4,92;4,92;421.545,60;421.545,60
1259662 000009/2020;NA;25/03/2020;frasco para acondicionamento de álcool em gel, com capacidade de 120 ml.;NA;1250;POLICIA MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;26.286.203/0001-80;FRANKLIN EMBALAGENS LTDA -EPP;NA;NA;1114174;"FRASCO PARA ACONDICIONAMENTO DE MEDICAMENTO - MATERIA-PRIMA: PLASTICO BRANCO OPACO TIPO XAMPU; CAPACIDADE VOLUMETRICA: 120ML, TAMPA FLIP TOP COLORIDA; TIPO DO FUNDO: FUNDO LISO; COR: BOCA 2 CM;";1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;Belo Horizonte                          ;12.000,00;1,8;1,8;21.600,00;21.600,00
1371054 000003/2020;NA;06/05/2020;ALCOOL EM GEL.;NA;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;28.881.671/0001-28;DSI COMERCIO IMPORTACAO E EXPORTACAO LTDA - ME;NA;NA;1669370;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: ENTRE 62 E 74 GRAUS; GRAU GL: ENTRE 70 E 84 GRAUS; APRESENTACAO: FRASCO COM VALVULA TIPO PUMP 500 ML;";1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;Divinópolis                             ;50;25,9;10,9;1.295,00;545
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.928.511/0001-66;S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA;NA;NA;646962;"MACACAO DE PROTECAO QUIMICA - MATERIA-PRIMA: TYVEK; NIVEL DE PROTECAO: B; TAMANHO: GG;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;MINAS GERAIS;1.000,00;79;79;79.000,00;79.000,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.928.511/0001-66;S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA;NA;NA;1647385;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;1.000,00;19,9;19,9;19.900,00;19.900,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;571016;"MACACAO DE PROTECAO QUIMICA - MATERIA-PRIMA: TYVEK; NIVEL DE PROTECAO: B; TAMANHO: XG;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;MINAS GERAIS;1.000,00;55;55;55.000,00;55.000,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;1576690;"MACA BOLHA - IDENTIFICACAO: CAMARA DE ISOLAMENTO, TIPO CAPSULA; FINALIDADE: TRANSPORTE PACIENTE INFECTATO E/OU CONTAMINADO; MATERIA-PRIMA: MATERIAL RESISTENTE E DERMATOLOGICAMENTE TESTADO; CAPACIDADE: TRANSPORTE DE PACIENTE DE PESO MAXIMO DE 120KG; DIMENSOES: 230 X 60 X 65CM (COMPRIMENTO X ALTURA X LARGURA;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MOBILIÁRIO MÉDICO-HOSPITALAR;MINAS GERAIS;12;9.800,00;9.800,00;117.600,00;117.600,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;1647385;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95 COM CARVAO ATIVADO; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;29.000,00;7,5;7,5;217.500,00;217.500,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;238392;"TOUCA DESCARTAVEL - MATERIA-PRIMA: NAO TECIDO, 100% POLIPROPILENO; TIPO: DESCARTAVEL; GRAMATURA: 20 A 30 G; MODELO: SANFONADA, COM ELASTICO; COR: CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO: PACOTE 100 UN;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;800;28,14;28,14;22.512,00;22.512,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672711;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); TAMANHO: P; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;MINAS GERAIS;70;37,41;37,14;2.618,70;2.599,80
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672720;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); ESTERIL: NAO; TAMANHO: M; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;MINAS GERAIS;360;37,41;37,14;13.467,60;13.370,40
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;NA;NA;1672738;"LUVA DESCARTAVEL PROCEDIMENTOS NAO CIRURGICOS - COMPOSICAO: 100% VINIL (PVC); ESTERIL: NAO; TAMANHO: G; PO: BIOABSORVIVEL; FORMATO: AMBIDESTRA; TEXTURA: LISA; APRESENTACAO: EMBALAGEM 100 UNIDADES;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;MINAS GERAIS;570;37,41;37,14;21.323,70;21.169,80
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;NA;NA;1470957;"BOMBONA - MATERIA-PRIMA: POLIETILENO DE ALTA DENSIDADE; CAPACIDADE: 1000 L; DETALHES: COM TAMPA ROSQUEAVEL OU DISPOSITIVO DE FECHAMENTO; COR: BRANCA;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;MINAS GERAIS;6;1.815,00;1.815,00;10.890,00;10.890,00
1401269 000029/2020;NA;02/04/2020;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;26.729.755/0001-15;FORTE SINAL EQUIPAMENTOS - EIRELI;NA;NA;22969;"OCULOS DE PROTECAO USO HOSPITALAR - LENTES: LENTES POLICARBONATO; APLICACAO: PROCEDIMENTO; COR: INCOLOR, TRANSPARENTE; ARMACAO: ACO REVESTIDO EM POLIPROPILENO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;3.000,00;5,2;5,2;15.600,00;15.600,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.470.767/0001-72;F.B.E DO BRASIL LTDA;NA;NA;1149741;"FILTRO PARA MASCARA CONTRA GASES - CLASSE: COMBINADA - P3/VO E GASES/VAPORES ACIDOS; IDENTIFICACAO: FILTRO MECANICO E FILTRO QUIMICO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;1.500,00;5,78;5,78;8.670,00;8.670,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.470.767/0001-72;F.B.E DO BRASIL LTDA;NA;NA;1576690;"MACA BOLHA - IDENTIFICACAO: CAMARA DE ISOLAMENTO, TIPO CAPSULA; FINALIDADE: TRANSPORTE PACIENTE INFECTATO E/OU CONTAMINADO; MATERIA-PRIMA: MATERIAL RESISTENTE E DERMATOLOGICAMENTE TESTADO; CAPACIDADE: TRANSPORTE DE PACIENTE DE PESO MAXIMO DE 120KG; DIMENSOES: 230 X 60 X 65CM (COMPRIMENTO X ALTURA X LARGURA;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MOBILIÁRIO MÉDICO-HOSPITALAR;Belo Horizonte                          ;4;7.000,00;7.000,00;28.000,00;28.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.470.767/0001-72;F.B.E DO BRASIL LTDA;NA;NA;1698745;"MASCARA DE PROTECAO -  MODELO: FACIAL; MATERIA-PRIMA: NEOPRENE OU BORRACHA; FILTRO: COMBINADO (QUIMICO E MECANICO); CLASSE DO FILTRO: CLASSE PFF2, P2 OU P3; PROTECAO: GASES CS, CN, OC E OUTROS; VALVULA: INALACAO E EXALACAO; VISOR: PLASTICO FLEXIVEL OU RIGIDO TRANSPARENTE; FIXACAO: ARANHA E TIRANTES;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;60;20,44;20,44;1.226,40;1.226,40
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;03.928.511/0001-66;S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;150.000,00;3,35;3,35;502.500,00;502.500,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;158356;"SACO PARA TRANSPORTE DE CADAVER - TAMANHO: G (0,90 X 2,10M); MATERIA PRIMA: POLIETILENO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;Belo Horizonte                          ;1.000,00;19,6;19,6;19.600,00;19.600,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;363421;"SACO PARA TRANSPORTE DE CADAVER - TAMANHO: G (0,90 X 2,00 M); MATERIA PRIMA: POLIETILENO;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;Belo Horizonte                          ;1.000,00;19,6;19,6;19.600,00;19.600,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;646962;"MACACAO DE PROTECAO QUIMICA - MATERIA-PRIMA: TYVEK; NIVEL DE PROTECAO: B; TAMANHO: GG;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;3.000,00;35;35;105.000,00;105.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;1042750;"MALA PARA RESGATE - TIPO: TERMICA, PARA ACONDIC.DE KITS APH (OXIGENOTERAPIA); MATERIA PRIMA: CONFEC. POLIAMIDA (CORDURA)100% IMPERMEAVEL; COR: DIVERSAS (CONFORME ESPECIFICA¿¿O EM EDITAL); DIMENSOES: 35CM COMP. X 50 CM ALT. X 25 CM LARG. (42 LITROS);";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;580;1.500,00;1.500,00;870.000,00;870.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;1213598;"MALA PARA RESGATE - TIPO: BOLSA PARA RESGATE; MATERIA PRIMA: NYLON; COR: PADRAO INTERNACIONAL (AZUL E LARANJA); DIMENSOES: 16 POL X 12 POL X 5,5 POL;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI;Belo Horizonte                          ;580;3.550,00;3.550,00;2.059.000,00;2.059.000,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;15.453.449/0001-82;RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI;NA;NA;1313533;"ESTETOSCOPIO - TIPO: ADULTO/PEDIATRICO; AURICULAS: BI-AURICULAR EM ACO INOXIDAVEL; OLIVAS: ANATOMICAS EM SILICONE; AUSCULTADOR: DUPLO EM ACO INOXIDAVEL; TUBO: RESISTENTE E FLEXIVEL NA CURVATURA DO TUBO Y;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;125;26;26;3.250,00;3.250,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;21.204.313/0001-31;EPI INDUSTRIA, COMERCIO E DISTRIBUICAO LTDA;NA;NA;234338;"BOTA MASCULINA - MATERIA-PRIMA: POLIVINILCLORIDE (PVC); COR: PRETA; MODELO: CANO MEDIO, SEM SALTO; TAMANHO: 41; ACESSORIOS: SEM ACESSORIOS;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;VESTUARIO E CALCADOS;Belo Horizonte                          ;2.300,00;22;22;50.600,00;50.600,00
1401269 000049/2020;NA;21/05/2020;Aquisição de materiais de APH para enfrentamento da Pandemia do Covid-19;NA;1400;CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;70.994.140/0001-08;SEA & NAUTICA LTDA -EPP;NA;NA;57541;"FITA ADESIVA PARA EMBALAGEM - MATERIA-PRIMA: POLIPROPILENO; DIMENSOES: 50MM X 50 METROS; TIPO: ADERENCIA EM UMA FACE;";1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MATERIAL PARA ACONDICIONAMENTO E EMBALAGENS;Belo Horizonte                          ;3.000,00;5;5;15.000,00;15.000,00
